id,instruction_number,instruction
66373aa9aa,10,"Stir the artichokes, potatoes, green onions, roasted garlic and butter in the saucepan and cook until the mixture is hot and bubbling."
66373aa9aa,11,Cut the hen in half lengthwise.
66373aa9aa,12,Place each half into a deep bowl.
66373aa9aa,13,Spoon the vegetables and sauce over the hen halves.
663768e3f5,1,Spray bottom of heavy dutch oven.
663768e3f5,2,"Braise meat until brown, on med."
663768e3f5,3,high heat.
663768e3f5,4,"Add beef brot;, turn heat down to simmer and cook until beef is fork tender."
663768e3f5,5,"When beef is tender, add potatoes, onions and tomatoes and tomato sauce; continue cooking until potatoes are tender."
663768e3f5,6,Add all the other cans of vegetables.
663768e3f5,7,Do not drain vegetables.
663768e3f5,8,They are added to help flavor the stock.
663768e3f5,9,"Season with salt and pepper, any other herbs you choose for taste, (bay leaf, paprika,a little chili powder."
663768e3f5,10,"Note: The canned veggies are already done, so after you add the veggies, you may simmer it long enough to heat the veggies but essentially you are through."
663768e3f5,11,"The longer you simmer it, the thicker your soup becomes, and more flavor you get."
6637837b15,1,Peel and slice sweet potato crosswise into 1/2-inch thick slices.
6637837b15,2,Place in a 10-ounce casserole.
6637837b15,3,Sprinkle lightly with salt.
6637837b15,4,Sprinkle with 1 T orange juice.
6637837b15,5,"Micro-cook, covered, on 100% power for 4 to 6 minutes or till potato is tender."
6637837b15,6,"Let stand, covered, while preparing sauce."
6637837b15,7,"For sauce, in a 1-cup measure stir together 1/4 c orange juice, cornstarch, and shredded orange peel."
6637837b15,8,Stir in honey or maple (or maple flavored) syrup.
6637837b15,9,"Micro-cook, uncovered, on 100% power for 30 seconds to 1 minute or till thickened and bubbly, stirring every 15 seconds."
6637837b15,10,Stir together sauce and potato slices.
6637837b15,11,Sprinkle with peanuts.
66379d02c5,1,Brown the chicken in a little oil or soup stock.
66379d02c5,2,Remove from pan.
66379d02c5,3,Heat extra oil in the same saucepan over medium heat.
66379d02c5,4,Add leek and garlic.
66379d02c5,5,"Cook, stirring, for 4 minutes or until soft."
66379d02c5,6,Add vegetables.
66379d02c5,7,Cook for 2 minutes.
66379d02c5,8,Add lentils and stock.
66379d02c5,9,Increase heat to high.
66379d02c5,10,Bring to the boil.
66379d02c5,11,Reduce heat to low.
66379d02c5,12,"Simmer, partially covered, stirring occasionally, for 40 mins - 1 hour or until vegetables are tender."
66379d02c5,13,Remove the chicken breasts and shred.
66379d02c5,14,Return to soup and add corn.
66379d02c5,15,"Season with salt, pepper and parsley."
6637a55779,1,"In a saucepan over low heat, melt the chocolate chips."
6637a55779,2,"When melted, pour in the milk and whisk constantly until smooth."
6637a55779,3,Add whipping cream and vanilla.
6637a55779,4,Remember: No need to bring it to a boil.
6637a55779,5,Only to steaming hot.
6637a55779,6,"At Starbucks, it was served at around 170-180 degrees."
6637baba0c,1,"Take a cabbage, wash well, and cut up into pieces about the size of your hand."
6637baba0c,2,"Put them into the boiling water, or maybe a little more if your cabbage is a big one, along with 5-6 slices bacon."
6637baba0c,3,"Add a pod of red pepper, cover, and cook slowly until done."
6637baba0c,4,This will never disagree with you.
6637bc6907,1,Lightly coat two 15x10 inch baking pans with cooking spray.
6637bc6907,2,"Divide eggplant, zucchini, mushrooms, and onion evenly between prepared pans."
6637bc6907,3,Drizzle oil over vegetables.
6637bc6907,4,Sprinkle with salt and pepper.
6637bc6907,5,Toss vegetables to coat; spread into an even layer.
6637bc6907,6,"Roast, uncovered, on 2 separate oven racks at 450 for 30 minutes or until vegetables are tender, stirring once during roasting (move baking pan on top oven rack to bottom rack and pan on bottom rack to top rack halfway through roasting)."
6637bc6907,7,"Meanwhile, cook rigatoni by following the package directions; drain and return to saucepan."
6637bc6907,8,Lower oven temperature to 400.
6637bc6907,9,"Add vegetables, marinara sauce, and parmesan cheese to the pasta; toss to combine."
6637bc6907,10,Transfer to an ungreased 2 quart casserole dish.
6637bc6907,11,Sprinkle with mozzarella.
6637bc6907,12,"Bake, uncovered, for 20-25 minutes or until bubbly and cheese browns."
6637bfc081,1,preheat oven to 350 degrees.
6637bfc081,2,"Grease a 9"" x 13"" pan."
6637bfc081,3,"Sift flour, baking powder and salt together, set aside."
6637bfc081,4,"Mix brown sugar and butter, add eggs one at a time."
6637bfc081,5,"Add the flour mixture, nuts, and chocolate chips."
6637bfc081,6,Spread in the pan.
6637bfc081,7,Bake 25 to 30 minutes.
6637f088d7,1,Saute onion in butter until tender.
6637f088d7,2,"Stir in flour, salt and pepper until smooth."
6637f088d7,3,Gradually stir in milk and mustard.
6637f088d7,4,Cook until thickened.
6637f088d7,5,"Stir in cheeses, lemon juice, then noodles."
6637f088d7,6,Bake at 350 degrees 40-45 minutes.
6637f088d7,7,Sprinkle with fresh parsley.
663811c0c3,1,SAUCE: Heat oil in large heavy pot (use a seasoned pot if you have one).
663811c0c3,2,Place the pork in the pot and brown until just about cooked.
663811c0c3,3,Transfer pork to plate.
663811c0c3,4,Do the same with the sausage and transfer to plate.
663811c0c3,5,Leave fat in pot.
663811c0c3,6,Add whole peeled garlic cloves cook until tender.
663811c0c3,7,"Put garlic on plate with meat and stir in tomato paste until ""saucy""."
663811c0c3,8,Chop up tomatoes leaving the tomato juice in the cans (I use my chopper) and add them to the pot.
663811c0c3,9,Then add 1/2 of one can of the juice to the pot.
663811c0c3,10,Add salt and pepper to taste.
663811c0c3,11,Add the meats and garlic to the sauce and bring to a boil.
663811c0c3,12,Turn down to low and cook for about 1 1/2 hours.
663811c0c3,13,Leave the sauce on low and remove all the meat and garlic cloves.
663811c0c3,14,Mix all ingredients for meatballs and shape into balls.
663811c0c3,15,Add to sauce turn up just a little higher than low and let cook the raw meatballs until they are done (1/2 hour) THATS IT!
663811c0c3,16,"Now this is an old recipe, but I have seen it in the sopranos cookbook and this is a bit different."
663811c0c3,17,"I used this sauce to make the ziti al forno from the sopranos cookbook (Recipe #73939) and it was the most amazing thing I have ever eaten, so I posted that too."
66382501b9,1,Preheat oven to 400 F.
66382501b9,2,"Put dough in a pie plate, crimp the edges and line with foil."
66382501b9,3,Pour pie weights on top and bake until the crust sets (20 minutes).
66382501b9,4,Remove foil with weights ad bake the crust until it is golden (another 15 minutes).
66382501b9,5,Remove the crust from the oven.
66382501b9,6,Reduce oven temperature to 375 F.
66382501b9,7,"Put sausage and bacon in a cold, large skillet over medium heat and cook until browned."
66382501b9,8,Drain fat from skillet.
66382501b9,9,Spread potatoes evenly over the bottom of the crust.
66382501b9,10,Place sausage and bacon over potatoes.
66382501b9,11,Beat the eggs with the half and half and pour over meat.
66382501b9,12,Bake until set (30-45 minutes).
6638308292,1,"Mix ground chuck with egg, worcestershire, salt, and pepper."
6638308292,2,"Form into 4 or 5 patties about 1/2 inch thick, and 4 inches in diameter."
6638308292,3,"Cook on grill for 5-6 minutes on each side, or in a skillet for 4-5 minutes."
6638308292,4,"Spread some guacamole, and jalapeno peppers on each bun."
663844bf7a,1,To make the shrimp:.
663844bf7a,2,Drop the shrimp into boiling water flavored witha little salt and lime juice.
663844bf7a,3,"Cook til just pink, usually 1-2 minute Drain and cool slightly; shell and devein."
663844bf7a,4,Place in a bowl; cover with plastic wrap and chill.
663844bf7a,5,"Arrange lettuce leaves to cover two large dinner plates (at Joe's, this is made on large oval plate)."
663844bf7a,6,Place a mound of shrimp on one side and a mound of garbanzo beans on the other.
663844bf7a,7,"Place tomato slices in the four ""corners"" of the plate."
663844bf7a,8,Cut the eggs lengthwise in quarters and place a quarter next to each tomato slice.
663844bf7a,9,Place a lemon half at the end of each plate and 2 olives at the top and bottom.
663844bf7a,10,Place the green pepper rings at the edges.
663844bf7a,11,Cover and chill if not serving immediately.
663844bf7a,12,To make the Louis dressing:.
663844bf7a,13,"Combine the mayonnaise, chili sauce, grated onion, parsley, salt, black pepper, cream, Worcestershire sauce, and Tabasco sauce."
663844bf7a,14,Stir until blended.
663844bf7a,15,"Chill, covered, until serving time."
663844bf7a,16,"If too thick, stir in a little more cream."
663844bf7a,17,Serve dressing in a small sauce-boat beside the shrimp.
663844bf7a,18,This is a good-looking plate.
663844bf7a,19,"The Louis dressing can be used for other cold seafood, too."
663844bf7a,20,"Louis dressing contains a large amount of mayonnaise, but is not a problem if used as a dip."
663844bf7a,21,Don't eat it like soup!
6638494ed6,1,"In a large bowl, combine beef, bread crumbs, egg, cheese, milk, minced onion, minced garlic, and salt and pepper."
6638494ed6,2,"Form into 1 1/2"" meatballs."
6638494ed6,3,"In a large skillet, brown meatballs on all sides in hot oil; drain excess fat."
6638494ed6,4,Sprinkle meatballs with paprika and stir.
6638494ed6,5,Add onion.
6638494ed6,6,Cover and simmer for 10 minutes- you may have to add a little water to the pan if it seems dry.
6638494ed6,7,"In a medium bowl, combine gravy and sour cream."
6638494ed6,8,"Pour over meatballs and heat through, but do not boil."
6638494ed6,9,Serve over hot cooked noodles.
6638625ee2,1,"Combine apricots, water, red wine, sugar, 1 table balsamic vinegar, 1 table rosemary and salt in a saucepan bring to a boil over medium high heat, reduce heat and simmer until thick, about 20 min stirring occasionally."
6638625ee2,2,Transfer to a bowl and place in the fridge to cool.
6638625ee2,3,"While the wine is simmering, toast walnuts in a skillet over medium-medium low heat with butter and salt to taste."
6638625ee2,4,Remove from heat and cool when done.
6638625ee2,5,"Combine cream cheese, goat cheese, EVOO, fig jam, salt and pepper remaining balsamic vinegar and rosemary, and about half the toasted walnuts."
6638625ee2,6,Mix by hand until smooth and well combined.
6638625ee2,7,"Place cheese mixture in an oven proof dish and form a disk or mound, spoon cold apricot wine reduction over top and sides and sprinkle with remaining walnuts."
6638625ee2,8,Bake at 300 degrees for 10-15 minutes until heated through.
6638625ee2,9,"Serve warm with baguette slices, crackers, breadsticks."
6638a7f69a,1,Boil eggs then cool and peel them.
6638a7f69a,2,"Cut eggs in half, separating the egg yolk from the egg white."
6638a7f69a,3,Place cut egg white onto a serving dish.
6638a7f69a,4,"Mix egg yolk, mayonnaise, mustard, vinegar, and sugar in a bowl until it is firm not runny."
6638a7f69a,5,Add more or less of each ingredient until it suits your taste.
6638a7f69a,6,Fill egg whites with the yolk mixture.
6638a7f69a,7,Chill then serve.
6638a7f69a,8,Makes a delicious and easy appetizer.
6638be0aa7,1,Mix all of the ingredients together and marinade meat in it for a few hours
6638be0aa7,2,I use a 1 gallon ziplock bag but you can use a bowl or a pan or whatever you like -- I personally like to make the marinade in the morning and let it marinade all day long -- the longer it marinades the more tender and flavorful the meat is --
6638be0aa7,3,Cook meat as desired:.
6638be0aa7,4,"Bake - I suggest baking it for the majority of the time to keep the meat from drying out, and putting it on a different pan for the last few minutes without the juices to sear it and get a glazed effect."
6638be0aa7,5,Grill - I would suggest brushing the marinade onto the meat while grilling to keep the meat from drying out to much.
6639315ca0,1,Heat the oil in a heavy large pot over medium heat.
6639315ca0,2,"Add the leeks and saute until translucent, about 8 minutes."
6639315ca0,3,"Add the garlic and saute until tender, about 2 minutes."
6639315ca0,4,Stir in the zucchini and artichokes.
6639315ca0,5,Season the vegetables with salt and pepper.
6639315ca0,6,"Saute until the zucchini are tender, about 10 minutes."
6639315ca0,7,Add the vegetable broth.
6639315ca0,8,Stir in the thyme and cook for 2 minutes.
6639315ca0,9,Cover the pot and bring the soup to a simmer.
6639315ca0,10,"Decrease the heat to medium-low and simmer gently until the flavors develop, stirring occasionally, about 20 minutes."
6639315ca0,11,Increase the heat to medium-high.
6639315ca0,12,"Add the noodles and cook until al dente, stirring constantly, about 5 minutes."
6639315ca0,13,Ladle the soup into bowls.
6639315ca0,14,Sprinkle with Parmesan and serve.
66393319b2,1,Prepare charcoal grill or preheat an ungreased cast-iron skillet over medium heat.
66393319b2,2,Very lightly brush the corn with oil and set on the grill rack or in the skillet.
66393319b2,3,"Cook, turning every 2-3 minutes, until the kernels are tender and nicely charred, 12-15 minutes total; keep warm."
66393319b2,4,"Meanwhile, in a bowl stir together the fish sauce, water, sugar and salt until it is dissolved."
66393319b2,5,Heat the 2 tbsp oil in a saucepan over medium heat until very hot but not smoking.
66393319b2,6,"Carefully pour liquid mixture in (it may sputter a bit so watch out); add the green onions and simmer until the sauce begins to thicken, about 30 seconds; remove from heat and cool."
66393319b2,7,Brush cooked corn with the sauce and serve.
6639354aa6,1,In heavy 4 quart saucepan; combine first 6 ingredients.
6639354aa6,2,"Bring to a boil, stirring constantly until sugar is dissolved."
6639354aa6,3,Reduce heat to low.
6639354aa6,4,"Cook, stirring occasionally until soft ball stage."
6639354aa6,5,Remove from heat.
6639354aa6,6,Add vanilla and marshmallow cream.
6639354aa6,7,"Stir well, then add pecans and cherries."
6639354aa6,8,Spread in buttered 8x8-inch pan.
66393da152,1,Place jelly in 2-quart casserole and cook 1-1/2 minutes in the microwave on high or until jelly is melted.
66393da152,2,Add mustard and blend well.
66393da152,3,Add in sausage and drained pineapple tidbits; mix well.
66393da152,4,"Cover and place in microwave for 6 to 7 minutes on high, stir after 3 minutes of cooking."
663958bef2,1,Rinse and snap beans.
663958bef2,2,Mince garlic.
663958bef2,3,"Mix garlic, vinegar and olive oil and set aside."
663958bef2,4,"Steam beans until tender but firm, approximately 10-15 minutues."
663958bef2,5,Toss with balsamic vinegar dressing.
663958bef2,6,Can be refrigerated and served cold.
663963f7f7,1,Coat both sides of pork chops with salt.
663963f7f7,2,Marinate for 20 minutes unrefrigerated.
663963f7f7,3,Preheat grill to high.
663963f7f7,4,Place chops on grill then lower heat to medium and close lid.
663963f7f7,5,Grill pork chops for 4 minutes on each side.
663963f7f7,6,Check with a meat thermometer it should be.
663963f7f7,7,Rare Medium (145) Well (170).
663963f7f7,8,Let rest 10 minutes.
6639929578,1,Spray saute pan w/ cooking spray& saute onion until just starting to brown.
6639929578,2,"Add thawed& drained spinach, spices& saute until all moisture is evaporated."
6639929578,3,"In food processor: puree tofu& cream of celery soup, then add spinach/onion mixture& process until smooth (adjust seasonings)."
6639929578,4,"Mix w/ chopped celery, place in baking dish& top w/ parmesan cheese."
6639929578,5,"Bake, uncovered@ 350 degrees for 40 minutes Makes 6 servings,~ 150 cals each serving."
6639973639,1,Preheat oven to 375.
6639973639,2,Grease a 11x7 baking dish-use cooking spray.
6639973639,3,"In a small skillet, saute the mushrooms, onions, 1/4 tsp salt in the olive oil until tender."
6639973639,4,Set aside.
6639973639,5,"In a small bowl, combine pumpkin puree, half & half, sage, pepper, and remaining salt."
6639973639,6,"In another small bowl, combine ricotta cheese, mozzarella cheese and 1/2 cup Parmesan cheese."
6639973639,7,Set aside.
6639973639,8,Spread 1/2 cup pumpkin mix in prepared baking dish.
6639973639,9,Top with 3 noodles-they will overlap.
6639973639,10,Spread 1/2 cup pumpkin mix over noodles.
6639973639,11,Spread to the noodle edges.
6639973639,12,Top with half of the mushroom mixture.
6639973639,13,Top that with half of the cheese mixture.
6639973639,14,"Repeat layers-pumpkin, noodles, mushrooms,cheese."
6639973639,15,Top with remaining noodles and pumpkin sauce.
6639973639,16,Cover and bake at 375 for 45 minutes.
6639973639,17,Uncover and sprinkle the top with the remaining 1/4 cup Parmesan cheese.
6639973639,18,Bake 10-15 minutes longer or until cheese is melted.
6639973639,19,Let stand for 10 minutes before cutting.
6639b76bf4,1,Mix dry ingredients together.
6639b76bf4,2,Add oil and eggs to this mixture.
6639b76bf4,3,Slowly add the milk to a very thin consistency.
6639b76bf4,4,Whisk well til very few lumps remain.
6639b76bf4,5,"Fry about 1/2 cup of this mixture at a time in a quite hot frying pan sprayed with pam, you only need to grease the pan intermittantly after that."
6639b76bf4,6,Spread thinly in the hot pan by tipping the pan in circular motion.
6639b76bf4,7,The thinner the pancake the better:) Fry them til the top of the pancake appears dry then flip over until it is quite brown on the bottom.
6639b76bf4,8,These take some practice but are worth the effort!
6639bae714,1,Dry pineapple with paper towels.
6639bae714,2,Combine all salad ingredients.
6639bae714,3,"Beat cream and Kahlua in chilled mixing bowl, until STIFF peaks form."
6639bae714,4,Fold whipped cream into salad.
6639ecb7eb,1,"Brwon ground beef in skillet, drain off fat and put in crock pot."
6639ecb7eb,2,cut bacon in small pieces.
6639ecb7eb,3,Fry bacon and onions till brown; drain off fat.
6639ecb7eb,4,"Add bacon, onions, and remaining ingredients to crock pot."
6639ecb7eb,5,Stir together well.
6639ecb7eb,6,Cover and cook on low for 4 to 9 hours.
6639ecb7eb,7,"If using the 2 quart crock pot, reduce this recipe by half."
6639efa223,1,Preheat oven to 400 degrees.
6639efa223,2,Combine oats and dry ingredients togetherin large bowl.
6639efa223,3,"In medium bowl, beat egg; stir in milk, oil then lemon juice."
6639efa223,4,Add to oat mixture with apples and nuts.
6639efa223,5,Mix only until moistened (batter will be thick).
6639efa223,6,Spoon into greased or paper baking cup-lined muffin cups.
6639efa223,7,Bake 20 minutes or until golden.
6639efa223,8,Combine icing ingredients together to make glaze.
6639efa223,9,Spoon Lemon Icing over muffins.
6639efa223,10,Remove from pan.
6639efa223,11,Cool completely.
663a56289f,1,"With an electric mixer, combine cream cheese and goat cheese until smooth."
663a56289f,2,Season with salt and pepper to taste.
663a56289f,3,Spread onto the bottom of a serving plate.
663a56289f,4,Spread the pesto sauce on top of the cheese layer.
663a56289f,5,Sprinkle sun-dried tomatoes and pine nuts over pesto.
663a56289f,6,Shave strips of parmesan or romano cheese over top.
663a56289f,7,Drizzle lemon juice and oil over top of spread.
663a56289f,8,Garnish with basil.
663a56289f,9,Serve with crackers or toasted baguette/crostini.
663a97fc96,1,Broth:.
663a97fc96,2,"Bring stock to boil, add carrots, celery, onion, chicken base, garlic powder, and onion powder cook for 5 to 10 minutes."
663a97fc96,3,"Add parsley, pepper, and cook for another 10 minutes."
663a97fc96,4,When vegetables are tender add chicken.
663a97fc96,5,Adjust seasoning by adding salt and extra pepper if needed.
663a97fc96,6,Dumplings:.
663a97fc96,7,Stir ingredients until soft dough forms.
663a97fc96,8,Drop by spoonfuls onto boiling stew; reduce heat to simmer.
663a97fc96,9,Cook uncovered 10 minutes then cover and cook 10 minutes.
663aa0cf42,1,Place pork in a large skillet and cook until pork is completely done.
663aa0cf42,2,Remove from pan and place on paper towels to drain.
663aa0cf42,3,Set aside.
663aa0cf42,4,Add olive oil and sesame oil to the same skillet and heat for 30-45 seconds.
663aa0cf42,5,Add onions to oil and cook for one minute.
663aa0cf42,6,"Add bean sprouts, cabbage, and carrots to the skillet and stir to coat in oil mixture."
663aa0cf42,7,"Cook for 5-10 minutes, or until cabbage begins to wilt and become soft."
663aa0cf42,8,Remove from skillet and place in a large bowl and allow to cool.
663aa0cf42,9,"When mixture is cool enough to work with, place about 2 1/2-3 tablespoons of the mixture in a wrapper and roll."
663aa0cf42,10,Place egg rolls on a cookie sheet and spray with non-stick cooking spray.
663aa0cf42,11,"In a 375 degree oven, cook for 30-45 minutes or until brown all over."
663abc4767,1,Brown beef knuckle slices in heated butter in a large 5-6 quart kettle.
663abc4767,2,Stir in onions and cook until limp.
663abc4767,3,"Add mushrooms, carrots, celery, garlic, parsley, salt, herbs, pepper, tomatoes (broken up) with their liquid, and water."
663abc4767,4,Bring to boiling.
663abc4767,5,Cover.
663abc4767,6,Reduce heat and simmer until meat is very tender; about 3 hours.
663abc4767,7,Remove meat and bones with a slotted spoon.
663abc4767,8,Discard bones and fat.
663abc4767,9,Return meat to soup.
663abc4767,10,Add potato to soup.
663abc4767,11,Bring to a gentle boil.
663abc4767,12,"Cook, uncovered, until potato is tender, about 15 minutes."
663abc4767,13,"Add beans and cook until just tender, about 15 minutes."
663abc4767,14,"Add beans and cook until just tender, 10-12 minutes."
663abc4767,15,Stir in spinach and cook 3 minutes.
663abc4767,16,Salt to taste.
663abc4767,17,Serve soup sprinkled with cheese or croutons.
663abc4767,18,Add a nice glass of red wine if you've a mind to.
663abd249e,1,"Mix taco seasoning with sour cream and mayonnaise, and let sit for at least an hour."
663abd249e,2,Mash avocados with lime juice.
663abd249e,3,"On a large serving platter, spread beans approximately 1/2"" thick, using a spatula."
663abd249e,4,"Carefully top with avocado mixture, spreading to almost cover the bean layer."
663abd249e,5,Top with sour cream mixture.
663abd249e,6,"Finish with a layer of cheese, olives, tomato, green onions, and cilantro."
663abd249e,7,Refrigerate until ready to serve.
663abd249e,8,Serve with tortilla chips or scoops.
663adc0df7,1,Combine fruit and mint in a large bowl.
663adc0df7,2,"Combine the dressing, honey and cinnamon in another bowl."
663adc0df7,3,Pour over fruit salad and gently combine to coat.
663adc0df7,4,Serve immediately.
663adcf1b8,1,Sprinkle turkey with lemon pepper.
663adcf1b8,2,"Place turkey breast halves, meaty sides down in a 5 quart crock pot."
663adcf1b8,3,Cover and cook on high for 1 hour.
663adcf1b8,4,Reduce heat to low and clook for 5 hours.
663adcf1b8,5,"Remove turkey to platter, reserving cooking liquid in cooker."
663adcf1b8,6,Set turkey aside and keep warm.
663adcf1b8,7,"Combine flour and water in a saucepan , stirring with a whisk unti blended."
663adcf1b8,8,"Gradually add reserved cooking liquid, stirring constantly."
663adcf1b8,9,"Bring to a boil over medium high heat, stirring constantly."
663adcf1b8,10,"Reduce heat and simmer for 3-5 minutes or until thick, stirring ocassionaly."
663adcf1b8,11,Serve turkey with gravy.
663ae6f27f,1,"Cut fillets into 3-4 ounce pieces, fold in half and season with salt and pepper."
663ae6f27f,2,Place in buttered flameproof baking dish.
663ae6f27f,3,"Add onion, parsley, lemon juice, wine and water."
663ae6f27f,4,Cover dish and heat on medium heat to a boil.
663ae6f27f,5,"Lower heat and simmer 6 to 8 minutes, or just until the fish flakes easily."
663ae6f27f,6,Transfer fillets into to flameproof serving platter with a slotted pancake turner and keep warm.
663ae6f27f,7,Stir Fish Veloute Sauce into liquid in baking dish.
663ae6f27f,8,Cook until mixture is reduced one-third.
663ae6f27f,9,Stir in butter until the butter is melted.
663ae6f27f,10,Strain sauce through a couple of layers of cheesecloth and spoon over the fillets.
663ae6f27f,11,Place platter under a very hot broiler just until the sauce turns golden.
663ae6f27f,12,Make a pyramid of heated seedless grapes in the middle of the platter and serve immediately.
663ae6f27f,13,Serves 6.
663ae6f27f,14,"For Fish Veloute Sauce, melt the butter in a heavy saucepan."
663ae6f27f,15,Stir in flour and cook very slowly until flour starts to change color and turn golden brown.
663ae6f27f,16,"Heat the clam broth (or fish stock/court bouillon), then add to the roux a cup at a time, mixing all the time with a wire whip."
663ae6f27f,17,Skim when necessary.
663ae6f27f,18,"Add the remaining ingredients and cook very slowly for 1 hour, stirring often."
663ae6f27f,19,Skim when necessary.
663ae6f27f,20,"When the sauce is the consistency of heavy cream, remove from heat."
663ae6f27f,21,Strain through a fine sieve and cool.
663ae6f27f,22,Stir occasionally while cooling to prevent a skin from forming on the top.
663ae6f27f,23,Cover and store in refrigerator.
663ae6f27f,24,Use within 1 week.
663b32269a,1,"Mix together the onion, jalapeno, spices, oil, and soy sauce."
663b32269a,2,"Place the rib roast in a roasting pan , ribs down."
663b32269a,3,Spread the onion and spice mixture across the layer of fat on the roast and let sit at room temperature for 1 hour.
663b32269a,4,Preheat oven to 500 degrees .
663b32269a,5,Roast beef in the center of the oven for 20 minutes.
663b32269a,6,Decrease temperature to 350 degrees and continue roasting for 1 to 1 1/4 hours longer until a meat thermometer inserted into the center registers 135 degrees for medium rare.
663b32269a,7,Let sit 20 minutes before slicing.
663b56b112,1,Grease and line a 28cm springform cake tin.
663b56b112,2,Preheat the oven to 170C.
663b56b112,3,"In a mixer, whisk the butter, sugar and lemon zest until pale and light."
663b56b112,4,"Add the eggs one by one, beating well after each is added."
663b56b112,5,Sift the flour and baking powder and add to the butter mixture.
663b56b112,6,Fold in the coconut and the sour cream.
663b56b112,7,Pour the mixture into the prepared tin and bake for 35 minutes or until a skewer inserted into the middle of the cake comes out clean.
663b56b112,8,Cool the cake completely and then store in an airtight container.
663b56b112,9,Raspberry Syrup:.
663b56b112,10,"Combine the sugar, vanilla bean, lemon juice and water in a heavy-based sauce-pan."
663b56b112,11,"Over a high heat, bring to the boil without stirring."
663b56b112,12,Continue to boil the sugar till the large bubbles have reduced to tiny bubbles (about 10 minutes).
663b56b112,13,Add the raspberries and stir rapidly until combined.
663b56b112,14,Bring the syrup back to the boil and then simmer for 5 minutes.
663b56b112,15,Allow the syrup to cool then pour into an airtight container until ready to use.
663b56b112,16,Pour over the cake at the last minute.
663b839cde,1,Season wings with salt and pepper.
663b839cde,2,Bake in a 425 degree oven until cooked and browned on outside.
663b839cde,3,About 40-45 minutes.
663b839cde,4,You can do these a day in advance if desired.
663b839cde,5,Slice all four of the lemons in half.
663b839cde,6,Reserve one lemon (2 halves) for serving on the platter.
663b839cde,7,"In a large pan, melt butter."
663b839cde,8,Add onion and sautee over medium heat until translucent.
663b839cde,9,Add salt & pepper to lightly season.
663b839cde,10,"Add bay leaves, garlic, sherry, chicken stock, and lemon halves."
663b839cde,11,Season with Salt & Pepper again lightly.
663b839cde,12,Bring to a boil.
663b839cde,13,Mix together Cornstarch and water.
663b839cde,14,Add to boiling pan and whisk to incorporate for 1-2 minutes.
663b839cde,15,Lower temperature to a simmer.
663b839cde,16,Add 1/4 cup oregano.
663b839cde,17,Cover and cook for about 15 to 20 minutes.
663b839cde,18,Turn off heat.
663b839cde,19,Add warm chicken wings to the mixture and stir until all pieces are covered with sauce.
663b839cde,20,Serve on a large platter garnished with the reserved lemon halves and remaining oregano.
663b839cde,21,I like to place a ladle of the sauce on the bottom of the platter before adding the chicken.
663baca439,1,Preheat oven to 400'.
663baca439,2,Lightly grease a large cookie sheet.
663baca439,3,In a large bowl mix all the ingredients and mix well.
663baca439,4,Roll into balls and place on cookie sheet a inch apart.
663baca439,5,Bake 20 minutes or until browned and no longer pinkish color.
663bed182a,1,Spray a shallow baking pan with nonstick coating.
663bed182a,2,Add wine.
663bed182a,3,"Place fish in pan, and sprinkle with oregano, garlic, salt, and pepper."
663bed182a,4,Sprinkle with juice of 1/2 lemon and 1 Tbsp olive oil.
663bed182a,5,Top evenly with tomato and onion slices and chopped parsley.
663bed182a,6,Drizzle with remaining lemon juice.
663bed182a,7,"Mix breadcrumbs with remaining 1 Tbsp olive oil, and sprinkle over veggie topped salmon fillets."
663bed182a,8,Bake in a 450 degree F oven for about 8-10 minutes or until fish flakes easily.
663c59ab68,1,Combine all dressing ingredients; mix well.
663c59ab68,2,Refrigerate.
663c59ab68,3,"Just before serving, combine turkey, grapes, celery and pineapple; add dressing and mix lightly."
663c59ab68,4,"On individual salad plates, arrange lettuce and a cantaloupe ring; fill center with turkey mixture."
663c59ab68,5,Garnish with pecans.
663c6b29f0,1,Combine all ingredients in order as listed.
663c6b29f0,2,Fill muffin cups 3/4 full in either paper liners or lightly greased tins.
663c6b29f0,3,bake 375 degrees for approximately 20 minutes.
663c6b29f0,4,Makes approximately 12 muffins.
663c6e82cc,1,Wash and trim stem ends off cucumbers.
663c6e82cc,2,"If canning in PINT jars: put in jar: 1 hot pepper, 1 clove garlic, 1 teaspoons."
663c6e82cc,3,dill seed and pack with cucumbers.
663c6e82cc,4,"If canning in QUART jars: put in jar: 2 hot peppers, 2 cloves garlic, 2 teaspoons."
663c6e82cc,5,dill seed and pack with cucumbers.
663c6e82cc,6,"Boil water, vinegar, and canning salt."
663c6e82cc,7,Pour water mixture in jar over cucumbers.
663c6e82cc,8,Top jars with lids and screw rings.
663c6e82cc,9,"Hot water bath til pickles are ""white""."
663c6e82cc,10,--about10-15 minutes.
663c6e82cc,11,Set out to seal.
663c6e82cc,12,"*If one doesn't seal, i put it in the refrigerator and we eat those first."
663c6e82cc,13,"*If you don't use all the liquid, you can put in refrigerator to use next time."
663c6e82cc,14,"*(I have also been making pickles and had to make more of the water mixture-it's frustrating, but it can happen)*."
663ca38d8f,1,"Combine the water, vinegar and salt in a pot and bring to a boil."
663ca38d8f,2,"Put the cucumbers in a large, non-reactive bowl."
663ca38d8f,3,"Add the onion, mustard seed, garlic, dill and jalapeno."
